Interest_Areas,Preferred_Work_Style,CGPA,Soft_Skills,Programming_Languages,Tools_Techstack,Certifications,Wants_to_Go_for_Masters,Interested_in_Research,Current_Projects_Count,Extracurricular_Interests,Favourite_Subjects,Internship_Experience,Problem_Solving_Style,Recommended_Career
"Platform Engineering, Consulting",Remote,7.5,"Analytical Thinking, Adaptability, Creative Thinking, Decision Making, Collaboration","Go, Python","Helm, NumPy, Kubernetes, MongoDB, Angular","AWS Certified Cloud Practitioner, ISTQB Foundation Level",True,True,1,"Sports, Music, Robotics Competitions","Ethical Hacking, Virtualization and Containers, Data Mining",4,"Detail-Oriented, Intuitive",Business Analyst
"Platform Engineering, Data Science, Quantum Computing",On-site,8.1,Business Communication,"MATLAB, C#, Rust","Scikit-learn, TensorFlow, InVision, MongoDB",Microsoft Certified: SQL Associate,True,False,1,"Sports, Coding Clubs, Startup Ideation Events","Chemistry, Machine Learning",4,"Strategic, Big Picture Thinker",Platform Engineer
"Systems Programming, Machine Learning",On-site,9.8,Presentation Skills,"TypeScript, JavaScript, CSS, Scala","Git, ELK Stack","SAFe Agilist Certification, Microsoft Certified: Power BI Data Analyst Associate, Backend Development (Node.js)",False,False,3,"Debate Clubs, Coding Clubs, Public Speaking, Blogging","Distributed Systems, Web Technologies",1,Data-driven,Security Engineer
Networking,Hybrid,7.0,"Work Ethic, Empathy, Strategic Thinking, Emotional Intelligence, Critical Thinking","Julia, Shell (Bash), Scala","PyTorch, JUnit, Power BI, Android Studio, Laravel, Google Colab","Cisco CCNA, AWS Certified Security Specialty, Certified Ethical Hacker (CEH)",True,True,6,"Volunteering, Technical Writing, Robotics Competitions, Blogging","Cryptography, Theory of Computation, Sociology, Computer Vision",3,Data-driven,Network Engineer
"Bioinformatics, Deep Learning",Remote,9.1,"Business Communication, Communication, Empathy, Presentation Skills, Analytical Thinking",,"Sketch, Flask, PyTorch, Git, React Native, Power BI","Deep Learning Specialization (Coursera), AWS Certified Security Specialty",True,True,7,Sports,"Cryptography, Sociology",2,Strategic,Cybersecurity Analyst
"Quality Assurance / Testing, Academic Research, Software Engineering",On-site,8.7,"Innovative Thinking, Negotiation, Active Listening, Creative Thinking, Time Management",,"Jest, Jenkins, Terraform, AWS, Looker","Google Cloud Associate Cloud Engineer, Tableau Desktop Specialist, Microsoft Certified: Power BI Data Analyst Associate",True,True,3,"Online Coding Contests, UI/UX Projects","Bioinformatics, Psychology",3,"Logical, Analytical",Research Intern (AI/ML)
"Full Stack Development, Technical Writing, Computer Vision",Remote,7.0,Presentation Skills,SQL,"GCP, Spark, Laravel",,False,True,8,Video Editing,"Cryptography, Linear Algebra, Entrepreneurship, Computer Vision",4,"Detail-Oriented, Data-driven",Network Engineer
"Consulting, Mobile App Development, Entrepreneurship",On-site,9.1,"Analytical Thinking, Problem Solving, Customer Focus, Work Ethic","PHP, PowerShell, Shell (Bash), Java","Scikit-learn, Airflow, Google Colab","HashiCorp Certified: Terraform Associate, AWS Certified Cloud Practitioner, ISTQB Foundation Level",False,False,4,"Hackathons, Teaching/TA Work, Technical Writing, Mentorship Programs","Artificial Intelligence, Machine Learning, Psychology",4,Intuitive,Technical Consultant
"Entrepreneurship, Academic Research",Hybrid,7.8,"Attention to Detail, Active Listening, Teamwork","C#, Swift, Dart, Ruby","PyTorch, Terraform, GCP, Kubernetes, Laravel, MongoDB",,False,False,5,Photography,"IoT (Internet of Things), Computer Networks",1,Data-driven,AI Prompt Engineer
Quality Assurance / Testing,Hybrid,7.9,"Strategic Thinking, Presentation Skills, Multitasking, Innovative Thinking, Leadership","Shell (Bash), Kotlin, Go","Terraform, Mocha, AWS",,True,True,8,"Video Editing, Mentorship Programs, Gaming","Robotics, Bioinformatics, Business Intelligence, Psychology",2,Analytical,Research Intern (AI/ML)
"Game Development, Machine Learning",Hybrid,6.6,"Empathy, Communication, Problem Solving","HTML, C++, CSS","Helm, Spark, PyTorch, Jira","Linux Foundation Certified Kubernetes Admin, HashiCorp Certified: Terraform Associate, Kubernetes Certified Administrator (CKA)",False,False,2,UI/UX Projects,"Cloud Infrastructure, User Interface Design",3,Detail-Oriented,MLOps Engineer
"Natural Language Processing, Digital Marketing",Remote,8.5,"Accountability, Active Listening, Multitasking, Presentation Skills",,"Terraform, Prometheus, Power BI, Jupyter Notebook, Hadoop","iOS App Development with Swift (Apple), Salesforce Certified Administrator",True,True,5,"Online Coding Contests, Technical Writing","Cryptography, Chemistry, Probability and Statistics",4,Systematic,MS in Data Science
Database Engineering,Hybrid,6.4,"Time Management, Multitasking, Creative Thinking, Presentation Skills, Analytical Thinking",Python,"Flask, Android Studio, Weights & Biases","IBM Data Science Professional Certificate, Salesforce Certified Administrator",False,False,7,"Technical Writing, UI/UX Projects, Startup Ideation Events, Student Government","Discrete Mathematics, Technical Communication",3,"Data-driven, Result-Oriented",Data Engineer
"Site Reliability Engineering (SRE), Frontend Development",Remote,9.7,"Time Management, Negotiation, Adaptability, Teamwork, Resilience",,"Spark, NumPy, Pytest, Jupyter Notebook",,False,False,8,,"Natural Language Processing, Discrete Mathematics, Quantum Computing",4,Innovative,Systems Engineer
"Natural Language Processing, Bioinformatics, Systems Programming",Hybrid,8.9,"Analytical Thinking, Multitasking, Problem Solving","PHP, Go, Python","Android Studio, PyTorch, Sketch","Oracle Certified Java Programmer, IBM Data Science Professional Certificate",True,True,0,"Music, Student Government, Video Editing, Event Management","Operating Systems, Business Intelligence, Big Data Analytics",2,Strategic,Cybersecurity Analyst
"Web Development, Database Engineering",Remote,8.2,"Critical Thinking, Analytical Thinking, Innovative Thinking","Shell (Bash), Scala","PostgreSQL, Docker",,False,True,5,,"Ethical Hacking, User Interface Design, Economics",2,Detail-Oriented,Project Manager
"Deep Learning, Cybersecurity",Hybrid,6.4,"Innovative Thinking, Teamwork",Python,"Flutter, Airflow, Tableau, Angular, PyCharm",Cisco CCNA,True,True,4,"Event Management, Hackathons, Club Leadership Roles","Linear Algebra, Object-Oriented Programming",2,"User-Centered, Collaborative",MS in Computer Science
"Backend Development, Ethical Hacking",On-site,9.4,"Leadership, Decision Making, Collaboration, Conflict Resolution, Emotional Intelligence",,"Postman, Unity, Mocha",Microsoft Certified: SQL Associate,False,False,8,"Video Editing, Event Management, Public Speaking, Innovation Challenges","Cryptography, User Interface Design, Entrepreneurship, Object-Oriented Programming",2,Strategic,Blockchain Developer
"Design Systems, Academic Research",Remote,6.9,Accountability,Scala,"Mocha, Kubernetes, Adobe XD, Canva, InVision",PCEP – Certified Entry-Level Python Programmer,True,False,1,Graphic Design,"Object-Oriented Programming, Psychology",4,"Systematic, User-Centered",UI/UX Designer
"Automation, DevOps",Remote,7.3,Presentation Skills,Shell (Bash),"Grafana, Prometheus, ELK Stack","Docker Certified Associate, HashiCorp Certified: Terraform Associate, Kubernetes Certified Administrator (CKA)",True,False,2,"Video Editing, Open Source Contributions","Artificial Intelligence, Quantum Computing, Operating Systems, Computer Networks",3,Automation Mindset,DevOps Engineer
"Web Development, Frontend Development",Remote,7.6,"Accountability, Creative Thinking","TypeScript, JavaScript","Node.js, Figma, Insomnia",,False,False,8,"Gaming, Sports, Club Leadership Roles, Tech Meetups","Robotics, Data Structures and Algorithms, Web Technologies",0,"User-Centered, Analytical",Software Developer (Frontend)
Software Engineering,Remote,8.7,"Communication, Accountability",,"Airflow, Swagger, ELK Stack, AWS",,True,True,0,"Tech Meetups, Video Editing","Robotics, Bioinformatics, IoT (Internet of Things), Blockchain",3,Analytical,Research Intern (AI/ML)
"Site Reliability Engineering (SRE), Game Development, Frontend Development",Hybrid,9.0,Presentation Skills,,"Figma, Zeplin, Sketch",Linux Foundation Certified Kubernetes Admin,True,True,0,"Student Government, Case Competitions","Computer Architecture, Graphic Design, Web Technologies",4,"Systematic, Creative",UI/UX Designer
"Quality Assurance / Testing, Big Data, Software Engineering",Remote,6.4,"Innovative Thinking, Decision Making, Attention to Detail","PowerShell, Java","Terraform, Weights & Biases, Kubernetes, AWS, Looker, Pytest","SAFe Agilist Certification, Linux Foundation Certified Kubernetes Admin, Kubernetes Certified Administrator (CKA)",True,True,2,"Podcast Creation, Photography, Tech Meetups","Artificial Intelligence, Psychology",0,"Data-driven, Collaborative",Research Intern (AI/ML)
"Web Development, Frontend Development, Cloud Computing",On-site,8.4,"Innovative Thinking, Goal-Oriented Mindset, Active Listening, Analytical Thinking, Time Management","Shell (Bash), Java, Haskell","Postman, JUnit, Azure, AWS, MySQL, Confluence",,True,True,8,"Student Government, Photography, Mentorship Programs","Human Computer Interaction, Chemistry, IoT (Internet of Things)",0,"Pragmatic, Detail-Oriented",IoT Engineer
"Deep Learning, Database Engineering",Remote,9.0,"Business Communication, Customer Focus, Resilience, Strategic Thinking","Julia, Go, C++, R","Node.js, Postman, TensorFlow, DBT, Kafka, CircleCI",,False,False,7,"Open Source Contributions, Technical Writing, Volunteering, Case Competitions","Data Mining, Operating Systems, Cyber Security",0,Logical,AR/VR Developer
"Networking, Computer Vision",On-site,8.4,Goal-Oriented Mindset,"PHP, Shell (Bash)","Node.js, Sketch, GCP, Spark, Laravel, Django",Google Cloud Associate Cloud Engineer,True,False,2,Music,"Cloud Computing, Computer Vision",0,Data-driven,Network Engineer
"Entrepreneurship, Networking, Data Science",Hybrid,8.6,"Decision Making, Creative Thinking","Assembly, Dart","Airflow, Pytest, Postman, Mocha",CompTIA Security+,False,False,5,"Startup Ideation Events, Open Source Contributions, Gaming","Calculus, Machine Learning, Object-Oriented Programming, Cloud Computing",4,Creative,Technical Consultant
"Deep Learning, Education Technology, Systems Programming",On-site,8.6,"Analytical Thinking, Presentation Skills, Decision Making, Teamwork","TypeScript, Shell (Bash), R, Python","GitLab CI/CD, Django","Responsive Web Design (freeCodeCamp), Android Developer Certification (Google), Microsoft Certified: SQL Associate",True,True,0,"Gaming, Robotics Competitions","Robotics, Probability and Statistics",1,Strategic,Bioinformatics Engineer
Site Reliability Engineering (SRE),Remote,6.5,Empathy,Shell (Bash),"Sketch, Cypress, Kubernetes, Xcode, Jira","iOS App Development with Swift (Apple), Frontend Development Libraries (freeCodeCamp), Microsoft Certified: SQL Associate",False,True,4,,"Distributed Systems, Data Mining, Operating Systems, Cloud Computing",2,"Collaborative, Innovative",Software Test Automation Engineer
"Deep Learning, Database Engineering",Remote,7.0,Negotiation,"MATLAB, Ruby","Scikit-learn, Node.js, Ansible, TensorFlow, Pandas","Google Cloud Associate Cloud Engineer, Google UX Design Certificate, Microsoft Certified: Azure AI Engineer",True,False,4,"Club Leadership Roles, Tech Meetups, Community Service","Cryptography, Entrepreneurship",4,Collaborative,AR/VR Developer
"Technical Writing, Networking, Software Engineering",Remote,7.8,Work Ethic,"JavaScript, Lisp","Jest, Confluence, PostgreSQL, Azure, Jira","Machine Learning (Stanford/Coursera), IBM Data Science Professional Certificate",True,True,8,"Online Coding Contests, Hackathons, Startup Ideation Events","Entrepreneurship, Machine Learning, Information Security, Project Management",4,"Data-driven, Strategic",AI Ethicist
"UI/UX Design, Business Analysis",Hybrid,6.8,"Communication, Time Management, Accountability",Kotlin,"Cypress, GCP, Pandas, Adobe XD, AWS",,True,True,8,"Debate Clubs, Entrepreneurship Clubs","Distributed Systems, Operating Systems",3,Creative,Product Manager
"Site Reliability Engineering (SRE), Automation, Machine Learning",Hybrid,7.3,"Empathy, Presentation Skills",Swift,"Grafana, Jest, Vue.js, Unity, Terraform","Docker Certified Associate, HashiCorp Certified: Terraform Associate, AWS Certified Cloud Practitioner",True,True,3,"Case Competitions, Workshop Hosting","Computer Networks, Sociology, Cloud Computing",3,"Creative, Problem Solving",DevOps Engineer
"Game Development, Machine Learning",Remote,8.5,"Empathy, Work Ethic",,"Bitbucket, NumPy, PyTorch, Hadoop",,True,True,1,"Photography, AR/VR Projects, 3D Modeling, Public Speaking","Virtualization and Containers, Computer Architecture, User Interface Design, Business Intelligence",2,Detail-Oriented,MLOps Engineer
"Deep Learning, Entrepreneurship, Education Technology",Hybrid,7.0,"Attention to Detail, Strategic Thinking, Emotional Intelligence, Empathy, Accountability","C#, R","Docker, Vue.js, React Native, Swagger, Google Colab, Django","Google Data Analytics Certificate, ISTQB Foundation Level",False,False,8,"Video Editing, Photography, Technical Writing, Entrepreneurship Clubs","Probability and Statistics, Blockchain",0,"Strategic, Analytical",Bioinformatics Engineer
DevOps,On-site,7.0,"Analytical Thinking, Collaboration, Business Communication","PowerShell, Python","Unity, Jenkins, TensorFlow, Insomnia, Git, Express.js","AWS Certified Cloud Practitioner, HashiCorp Certified: Terraform Associate, Kubernetes Certified Administrator (CKA)",False,False,6,"Debate Clubs, Graphic Design, Sports","Sociology, Computer Networks",3,"Innovative, Problem Solving",DevOps Engineer
DevOps,On-site,6.9,"Creative Thinking, Collaboration, Empathy","Shell (Bash), Go, Python","Jupyter Notebook, GCP, Azure","Microsoft Certified Azure Fundamentals, AWS Certified Solutions Architect - Associate",False,True,3,"Open Source Contributions, Sports, Public Speaking","Distributed Systems, User Interface Design, Operating Systems, Human Computer Interaction",2,"Strategic Thinking, Innovative",Cloud Engineer
"Natural Language Processing, Database Engineering",On-site,6.2,Goal-Oriented Mindset,"SQL, Go, Kotlin","Bitbucket, Unity, Jenkins, Azure, Spark, Angular",Deep Learning Specialization (Coursera),False,True,3,,"Cryptography, Bioinformatics, Economics",3,"Creative, Result-Oriented",Embedded Systems Engineer
"Digital Marketing, Database Engineering",On-site,9.8,"Adaptability, Emotional Intelligence, Analytical Thinking, Communication, Creative Thinking","HTML, C++","Scikit-learn, Bitbucket, PostgreSQL, Weights & Biases, Android Studio, Laravel","Google Data Analytics Certificate, Oracle Certified Java Programmer",False,False,5,,"Cryptography, Discrete Mathematics, Biology, Quantum Computing",0,Logical,Data Engineer
"Natural Language Processing, Bioinformatics",Hybrid,6.3,"Time Management, Presentation Skills, Collaboration, Work Ethic",,"Node.js, Sketch, Figma, JUnit, Pytest",IBM Data Science Professional Certificate,False,False,4,Sports,"Cryptography, Ethical Hacking",1,"User-Centered, Analytical",Cybersecurity Analyst
"Platform Engineering, Mobile App Development, Finance Technology",Remote,9.2,"Empathy, Collaboration, Active Listening","Objective-C, PowerShell, Swift","Vue.js, Cypress, Core Data, Spark, Xcode, Looker",,True,True,1,"Sports, Innovation Challenges","Calculus, Mobile Application Development, Object-Oriented Programming, Economics",2,"Detail-Oriented, Intuitive",Mobile Developer (iOS)
Mobile App Development,Hybrid,7.9,"Attention to Detail, Resilience, Customer Focus, Emotional Intelligence, Multitasking",C++,"Gradle, Tableau, InVision",Microsoft Certified: Azure AI Engineer,True,True,2,"Video Editing, Coding Clubs","Mobile Application Development, Software Engineering",1,"Big Picture Thinker, Innovative Thinking",Mobile Developer (Android)
"Product Management, Data Science",On-site,6.8,"Customer Focus, Communication, Decision Making, Goal-Oriented Mindset, Negotiation","SQL, C++, R, Python","Scikit-learn, Unity, GCP, Azure, Podman","Machine Learning (Stanford/Coursera), Microsoft Certified: Azure AI Engineer, AWS Certified Machine Learning - Specialty, Deep Learning Specialization (Coursera)",True,False,6,Animation Design,"Human Computer Interaction, Compiler Design, Probability and Statistics",2,Analytical,Machine Learning Engineer
"Database Engineering, Cloud Computing",Remote,9.0,"Customer Focus, Leadership",Swift,"Scikit-learn, Flask, Jupyter Notebook, Express.js",Salesforce Certified Administrator,True,True,6,"Mentorship Programs, Club Leadership Roles, Community Service","Mobile Application Development, Sociology",1,Result-Oriented,Ph.D. Candidate
"Platform Engineering, IoT (Internet of Things), Big Data",Remote,9.2,"Multitasking, Decision Making, Emotional Intelligence, Planning and Organization",,"NumPy, Angular, Kubernetes","AWS Certified Security Specialty, AWS Certified Cloud Practitioner, Microsoft Certified: SQL Associate",False,False,2,Technical Writing,"Human Computer Interaction, Technical Communication, Data Structures and Algorithms, Psychology",0,User-Centered,Business Analyst
"Deep Learning, Cybersecurity, Game Development",Remote,7.7,"Critical Thinking, Multitasking, Creative Thinking, Negotiation","C#, Haskell, Lisp, Rust","Postman, GCP, MongoDB, MySQL, Jira",,True,True,7,,"IoT (Internet of Things), Digital Logic Design",0,"Experimental, Result-Oriented",Research Intern (General)
"Platform Engineering, Data Science",Hybrid,9.6,"Strategic Thinking, Empathy, Attention to Detail, Innovative Thinking, Conflict Resolution","R, C#, Dart, Python","Scikit-learn, Node.js, Hadoop",,True,False,1,"Teaching/TA Work, AR/VR Projects, Innovation Challenges","Chemistry, Digital Logic Design, Machine Learning, Sociology",4,Detail-Oriented,Platform Engineer
Bioinformatics,Remote,9.5,Emotional Intelligence,Julia,"Docker, PyTorch, JUnit","Frontend Development Libraries (freeCodeCamp), HashiCorp Certified: Terraform Associate, Microsoft Certified Azure Fundamentals",False,False,1,"UI/UX Projects, Blogging, Coding Clubs, Music","Cryptography, Chemistry, Digital Logic Design",1,"Result-Oriented, Analytical",Cybersecurity Analyst
"UI/UX Design, Deep Learning, Data Science",On-site,9.8,Decision Making,"HTML, Lisp, Python","Git, Spark, Laravel, AWS, Tableau",IBM Data Science Professional Certificate,False,False,1,"Tech Meetups, Club Leadership Roles, Graphic Design, Case Competitions","Robotics, Data Mining, Big Data Analytics",0,"Intuitive, Analytical",Data Scientist
Database Engineering,Hybrid,9.5,"Goal-Oriented Mindset, Accountability, Emotional Intelligence","PHP, Lisp","Jest, Pytest, TensorFlow, VS Code",,False,True,5,"Case Competitions, Mentorship Programs, Podcast Creation, Online Coding Contests","Data Mining, Cyber Security",0,"Systematic, Logical",AR/VR Developer
"Mobile App Development, Computer Vision",Hybrid,6.9,"Creative Thinking, Negotiation, Goal-Oriented Mindset","PowerShell, Kotlin, Haskell, Ruby","PostgreSQL, TensorFlow, Weights & Biases, Kubernetes, Git","Google UX Design Certificate, AWS Certified Security Specialty, IBM Data Science Professional Certificate",False,False,8,"Workshop Hosting, Blogging, Robotics Competitions, Photography","Cryptography, Theory of Computation, Robotics, Economics",4,"Creative, Analytical",Technical Program Manager (TPM)
"Digital Marketing, Database Engineering, Business Analysis",Remote,7.9,"Presentation Skills, Creative Thinking, Multitasking",HTML,"Node.js, Unity, Weights & Biases, Pandas, Android Studio",,False,False,0,"Entrepreneurship Clubs, Coding Clubs, 3D Modeling, Startup Ideation Events","Cryptography, Discrete Mathematics, Data Structures and Algorithms, Mobile Application Development",4,"Data-driven, Pragmatic",Data Engineer
"DevOps, Academic Research, Quantum Computing",On-site,9.1,Attention to Detail,"Shell (Bash), Swift, Haskell","Postman, Terraform",,True,True,5,,"IoT (Internet of Things), Machine Learning",0,Pragmatic,IoT Engineer
Cloud Computing,On-site,8.0,"Multitasking, Planning and Organization, Time Management",,"Scikit-learn, Docker, Terraform, PyCharm",,True,True,7,Startup Ideation Events,"Operating Systems, Information Security",0,"Automation Mindset, Collaborative",DevOps Engineer
"Digital Marketing, Machine Learning",Remote,6.7,"Emotional Intelligence, Negotiation, Customer Focus, Empathy","Dart, JavaScript, Lisp, Scala","Scikit-learn, Flutter, Mocha, Hadoop, PyCharm",,True,False,1,"Mentorship Programs, Innovation Challenges, Event Management, Club Leadership Roles","Biology, Deep Learning, Probability and Statistics, Cyber Security",1,"Pragmatic, Analytical",Machine Learning Engineer
"UI/UX Design, Data Science",On-site,8.3,Problem Solving,,"Django, Helm, GCP, Cypress","Google Data Analytics Certificate, iOS App Development with Swift (Apple), IBM Data Science Professional Certificate",False,False,0,Volunteering,"Distributed Systems, IoT (Internet of Things), Software Engineering",4,Creative,Product Manager
Database Engineering,Hybrid,6.9,Teamwork,"MATLAB, Haskell, Julia, Ruby","TensorFlow, Vue.js, Flutter, ELK Stack","Responsive Web Design (freeCodeCamp), HashiCorp Certified: Terraform Associate, Certified ScrumMaster (CSM)",True,True,5,Sports,"Mobile Application Development, Entrepreneurship, Economics, Computer Networks",0,Logical,AR/VR Developer
"UI/UX Design, Frontend Development, Quality Assurance / Testing",Remote,8.5,Goal-Oriented Mindset,"JavaScript, CSS","Node.js, Airflow, Kubernetes, Express.js, AWS, Looker","Responsive Web Design (freeCodeCamp), Frontend Development Libraries (freeCodeCamp)",True,False,3,"Music, Open Source Contributions, Mentorship Programs","Cloud Infrastructure, User Interface Design, Big Data Analytics",4,"Creative, Analytical",Software Developer (Frontend)
"Human Computer Interaction, DevOps, Data Science",Hybrid,7.1,Adaptability,Python,"Angular, GCP, Kubernetes","Microsoft Certified: Power BI Data Analyst Associate, AWS Certified Cloud Practitioner, AWS Certified Solutions Architect - Associate",False,False,1,"Startup Ideation Events, Animation Design, Sports, Public Speaking","Sociology, Security",1,Systematic,Cloud Engineer
"Database Engineering, Academic Research",On-site,9.1,"Adaptability, Decision Making",HTML,"Insomnia, GitHub, Weights & Biases, Android Studio, Google Colab","Frontend Development Libraries (freeCodeCamp), Linux Foundation Certified Kubernetes Admin, Microsoft Certified: SQL Associate",True,True,0,Podcast Creation,"Cryptography, Discrete Mathematics",2,"Data-driven, Analytical",Data Engineer
"UI/UX Design, Web Development, Entrepreneurship",Hybrid,7.7,"Time Management, Problem Solving, Adaptability",,"PostgreSQL, Docker, Unreal Engine, Looker, Confluence","Certified Ethical Hacker (CEH), PCEP – Certified Entry-Level Python Programmer, Salesforce Certified Administrator",False,False,5,,"Human Computer Interaction, Compiler Design, Economics",1,Detail-Oriented,Project Manager
"Deep Learning, Database Engineering, Academic Research",Hybrid,6.6,"Attention to Detail, Presentation Skills, Decision Making, Leadership","MATLAB, Lisp","Grafana, Node.js, TensorFlow, Jira",,False,True,5,Sports,"Ethical Hacking, Entrepreneurship, Web Technologies",2,Collaborative,AR/VR Developer
"Natural Language Processing, Bioinformatics",Remote,9.8,Planning and Organization,"CSS, Python","Sketch, TensorFlow, PyTorch, Unreal Engine, Adobe XD, Podman",,True,False,7,"Tech Meetups, Student Government","Cryptography, Big Data Analytics",1,"Pragmatic, Strategic",Cybersecurity Analyst
"Systems Programming, Deep Learning",On-site,7.7,"Leadership, Accountability, Customer Focus","PowerShell, JavaScript","Grafana, Confluence, Swagger, MongoDB, Django",HashiCorp Certified: Terraform Associate,True,True,6,Photography,"Database Management Systems, Probability and Statistics, Machine Learning",2,"Detail-Oriented, Strategic",Bioinformatics Engineer
"Quality Assurance / Testing, Big Data",Remote,6.8,Innovative Thinking,,"Jira, Terraform, Kubernetes, AWS","Offensive Security Certified Professional (OSCP), Certified ScrumMaster (CSM)",True,True,8,,"Distributed Systems, Bioinformatics, Software Engineering, Psychology",4,Collaborative,Research Intern (AI/ML)
"UI/UX Design, Business Analysis",Hybrid,6.0,"Presentation Skills, Critical Thinking",,"GCP, Cypress",Tableau Desktop Specialist,False,False,0,,"Distributed Systems, Sociology, Project Management",4,Logical,Product Manager
Database Engineering,On-site,9.8,Collaboration,C#,"MySQL, PostgreSQL, Docker, Postman","Deep Learning Specialization (Coursera), Salesforce Certified Administrator, IBM Data Science Professional Certificate",False,False,7,Hackathons,"Virtualization and Containers, IoT (Internet of Things), User Interface Design, Quantum Computing",3,Detail-Oriented,Project Manager
"Software Engineering, IoT (Internet of Things), Computer Vision",On-site,6.8,"Problem Solving, Decision Making, Negotiation, Resilience",JavaScript,"Spark, Laravel",Microsoft Certified: SQL Associate,False,False,8,Hackathons,"Web Technologies, Computer Vision",4,Detail-Oriented,Network Engineer
"Backend Development, Frontend Development",Remote,9.4,"Work Ethic, Communication, Time Management","CSS, TypeScript, HTML","Looker, GCP, Sketch, AWS",,False,False,7,"Blogging, Club Leadership Roles, Entrepreneurship Clubs","Biology, Quantum Computing, Web Technologies",2,"Creative, Problem Solving",Full Stack Developer
"Full Stack Development, Mobile App Development",Remote,6.4,"Negotiation, Collaboration","PHP, Kotlin, C++","Git, Firebase, Android Studio",Android Developer Certification (Google),False,False,6,Podcast Creation,"Mobile Application Development, Object-Oriented Programming, Data Mining",0,"Creative, Problem Solving",Mobile Developer (Android)
"Product Management, Data Science",On-site,9.9,"Emotional Intelligence, Innovative Thinking, Customer Focus",C++,"Node.js, Ansible, TensorFlow, GitHub","AWS Certified Security Specialty, Microsoft Certified: Power BI Data Analyst Associate",True,True,2,Workshop Hosting,"Chemistry, Machine Learning, Distributed Systems, Computer Vision",0,Big Picture Thinker,Platform Engineer
"UI/UX Design, Mobile App Development",On-site,9.5,"Analytical Thinking, Decision Making, Innovative Thinking, Communication","Objective-C, Swift","React, Core Data, DBT",Backend Development (Node.js),False,False,8,"Event Management, Animation Design, Sports","Machine Learning, Software Engineering",2,User-Centered,Mobile Developer (iOS)
"Cybersecurity, IoT (Internet of Things)",On-site,7.3,Negotiation,,"NumPy, CircleCI, Kubernetes",,True,False,3,"Debate Clubs, Podcast Creation, Photography","Data Structures and Algorithms, Machine Learning, Economics",3,"User-Centered, Experimental",Business Analyst
"Infrastructure, Cloud Computing",Hybrid,6.3,"Problem Solving, Attention to Detail, Work Ethic, Multitasking, Adaptability",Shell (Bash),"Kubernetes, AWS","Google Cloud Associate Cloud Engineer, Microsoft Certified Azure Fundamentals, AWS Certified Cloud Practitioner",False,False,1,"Hackathons, Mentorship Programs, Public Speaking, Gaming","Calculus, Operating Systems, Cloud Computing",2,"Systematic, Big Picture Thinker",Cloud Engineer
"UI/UX Design, DevOps",Hybrid,8.7,Multitasking,"Scala, Python","Vue.js, Airflow, DBT, Swagger, Pytest, IntelliJ IDEA",Offensive Security Certified Professional (OSCP),False,False,6,"Teaching/TA Work, Graphic Design","Ethical Hacking, Theory of Computation, Software Engineering",3,"Creative, Analytical",Big Data Engineer
"Natural Language Processing, Cybersecurity, Computer Vision",On-site,7.1,"Communication, Negotiation","MATLAB, PHP, Assembly","VS Code, Weights & Biases, MongoDB, Tableau, Spring Boot",,True,True,6,"Startup Ideation Events, Blogging, Volunteering","Business Intelligence, Theory of Computation, Object-Oriented Programming",3,"User-Centered, Strategic",MS in Computer Science
Web Development,Hybrid,6.8,"Leadership, Decision Making, Business Communication, Critical Thinking","TypeScript, HTML, JavaScript, CSS","Node.js, Jenkins, Ansible, React, Angular, Confluence","Responsive Web Design (freeCodeCamp), Frontend Development Libraries (freeCodeCamp), AWS Certified Security Specialty",True,True,5,"Entrepreneurship Clubs, Gaming, Online Coding Contests, Video Editing","Human Computer Interaction, IoT (Internet of Things), Economics",0,User-Centered,Software Developer (Frontend)
"Systems Programming, Deep Learning",Remote,6.2,"Resilience, Innovative Thinking, Active Listening","C++, JavaScript, Python","MongoDB, Xcode, Django","iOS App Development with Swift (Apple), Microsoft Certified: Azure AI Engineer, Cisco CCNA",True,True,6,Workshop Hosting,"Technical Communication, Probability and Statistics, Web Technologies, Blockchain",4,Strategic,Bioinformatics Engineer
"Artificial Intelligence, Product Management, Mobile App Development",On-site,8.4,"Creative Thinking, Multitasking, Problem Solving, Time Management","Assembly, SQL, R, Python","Jupyter Notebook, Angular, Sketch",,False,False,4,,"Data Mining, Big Data Analytics",3,"Data-driven, Detail-Oriented",Data Scientist
"Digital Marketing, Academic Research",Remote,9.5,"Negotiation, Goal-Oriented Mindset, Adaptability","PowerShell, C#","Android Studio, Weights & Biases",,False,False,3,Case Competitions,"Cryptography, Human Computer Interaction, Computer Networks",1,"Data-driven, Analytical",Data Engineer
Design Systems,On-site,8.5,"Conflict Resolution, Negotiation","CSS, Dart, Haskell, R","Podman, NumPy, Airflow, Swagger","Responsive Web Design (freeCodeCamp), HashiCorp Certified: Terraform Associate, Certified ScrumMaster (CSM)",False,False,0,"Public Speaking, Coding Clubs","Calculus, Ethical Hacking, Machine Learning, Cryptography",0,Analytical,Quality Assurance Engineer
